Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-05-10,354.67,-21.79,-5.788132%,367.88,347.47,372.48,"31,167,125","11,157,726,772.058000",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-05-03,376.46,-4.33,-1.137110%,378.49,373.25,385.3,"17,348,278","6,561,881,907.857800",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-04-26,380.79,0.72,+0.189439%,375.69,372.61,384.8,"29,771,923","11,244,187,975.573800",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-04-19,380.07,0.43,+0.113265%,376.7,373.68,384.64,"20,033,439","7,593,479,777.455000",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-04-12,379.64,-12.29,-3.135764%,376.2,362.92,379.95,"44,680,636","16,602,174,851.219100",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-04-05,391.93,10.51,+2.755493%,385.8,383.1,398.66,"37,732,322","14,744,427,613.699000",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-03-29,381.42,19.25,+5.315183%,365.0,362.89,382.18,"36,635,332","13,651,040,161.963000",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-03-22,362.17,-16.82,-4.438112%,370.0,361.525,380.8,"48,807,816","18,161,801,470.848100",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-03-15,378.99,-43.55,-10.306717%,371.27,363.33,402.67,"144,538,799","54,760,443,384.782900",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-03-08,422.54,-18.08,-4.103309%,443.22,415.5,444.5,"21,663,243","9,246,473,608.257000",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-03-01,440.62,16.57,+3.907558%,427.49,424.25,446.01,"20,570,906","8,957,099,909.717300",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-02-22,424.05,6.08,+1.454650%,415.5,414.54,424.47,"13,054,333","5,476,320,914.309200",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-02-15,417.97,13.06,+3.225408%,408.1,402.69,418.05,"16,130,543","6,622,093,623.378600",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-02-08,404.91,17.48,+4.511783%,388.97,388.12,413.88,"26,625,325","10,767,689,895.925300",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-02-01,387.43,23.23,+6.378364%,360.65,357.5,392.8,"31,541,045","12,059,809,420.021000",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-01-25,364.2,-0.53,-0.145313%,362.86,353.67,366.94,"13,253,232","4,772,815,075.087800",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-01-18,364.73,11.83,+3.352224%,348.2,347.01,367.3156,"16,675,227","5,941,577,408.068900",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-01-11,352.9,25.82,+7.894093%,330.52,323.35,354.36,"21,497,591","7,357,804,914.271100",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
2019-01-04,327.08,10.7,+3.382009%,320.5,309.4,328.44,"17,004,221","5,426,379,268.335100",2018-12-31,28228000000,1963000000,22090000000,6251000000,4204000000,3424000000,852000000,4046000000,71000000,1222000000,29000000,4175000000,-111000000,158000000,622000000,-152000000,3424000000,3424000000,1067000000,-1679000000,-2424000000,-2996000000,698000000,-856000000,-10000000,-333000000,2947000000,605000000,583000000,-970000000,-574000000,741000000,-899000000,172000000,495000000,-899000000,-386000000,117359000000,3429000000,116949000000,339000000,50676000000,5061000000,55941000000,24702000000,7840000000,2110000000,7637000000,81590000000,3190000000,-15083000000,12645000000,87830000000,3505000000,-10930000000,927000000,14364000000,8670000000,62567000000,27724000000,5061000000,55941000000,-52348000000,1826000000,29529000000,10657000000,22966000000,35359000000,6768000000,117359000000,8564000000
