Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2017-09-15,156.92,-2.79,-1.746916%,160.0,155.77,161.72,"27,898,065","4,388,319,423.918300",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-09-08,159.71,-0.1,-0.062574%,159.0,158.07,160.38,"14,098,540","2,243,057,703.307600",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-09-01,159.81,0.99,+0.623347%,159.04,158.32,160.2,"12,142,430","1,937,094,826.421900",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-08-25,158.82,1.06,+0.671907%,158.17,157.54,159.94,"10,162,695","1,614,673,716.232400",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-08-18,157.76,0.46,+0.292435%,157.45,156.46,159.53,"13,558,182","2,143,134,840.131200",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-08-11,157.3,3.48,+2.262385%,154.14,154.0,158.399,"17,292,446","2,691,357,164.390200",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-08-04,153.82,-2.03,-1.302534%,155.92,153.23,156.77,"19,892,912","3,081,326,664.756900",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-07-28,155.85,1.93,+1.253898%,154.0,151.77,159.98,"28,086,354","4,392,828,652.217700",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-07-21,153.92,-1.36,-0.875837%,155.43,153.29,155.44,"15,134,186","2,333,577,502.125100",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-07-14,155.28,-0.99,-0.633519%,156.28,154.01,156.75,"12,116,278","1,882,954,279.759400",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-07-07,156.27,3.11,+2.030556%,153.44,151.99,156.56,"9,735,550","1,500,604,694.832500",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-06-30,153.16,-1.48,-0.957062%,155.18,152.15,155.46,"10,286,820","1,581,617,597.697500",2017-06-30,6049700000,413300000,3341300000,2708400000,2631800000,1395100000,2061400000,525400000,-2800000,2295100000,0,230900000,666300000,-74200000,1395100000,1395100000,-146800000,236900000,526400000,-1166500000,1900000,-99900000,1213400000,339500000,-761500000,-933300000,9900000,383700000,98700000,-1200000,32785200000,1986100000,34785800000,-2000600000,1661700000,328000000,16600000,47300600000,2229900000,2345200000,5203400000,2392400000,2743300000,-2486400000,21689300000,5892500000,779700000,-4345800000,1457300000,28150900000,56700000,2205400000,16600000,47300600000,-53748100000,30017600000,28150900000,2229900000,32042500000,6916700000,32785200000,2392400000
2017-06-23,154.64,2.65,+1.743536%,152.39,151.84,155.45,"13,545,272","2,085,569,220.575400",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
2017-06-16,151.99,0.51,+0.336678%,151.0,148.04,152.89,"20,807,222","3,128,312,691.361400",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
2017-06-09,151.48,-2.26,-1.470014%,153.63,150.7256,153.66,"17,071,472","2,591,026,268.694800",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
2017-06-02,153.74,3.88,+2.589083%,149.95,149.52,153.9,"18,196,123","2,753,957,735.111000",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
2017-05-26,149.86,1.71,+1.154236%,148.3,147.0,150.24,"16,613,785","2,474,551,210.244400",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
2017-05-19,148.15,2.79,+1.919373%,145.43,145.43,148.83,"17,551,322","2,580,504,552.833300",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
2017-05-12,145.36,1.4,+0.972492%,143.93,143.4,145.5,"12,830,422","1,853,220,890.086900",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
2017-05-05,143.96,4.03,+2.880011%,139.86,139.84,143.975,"18,431,496","2,620,141,088.768400",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
2017-04-28,139.93,6.52,+4.887190%,134.24,133.26,142.79,"33,030,539","4,616,009,390.681500",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
2017-04-21,133.41,2.65,+2.026614%,131.25,130.91,133.88,"16,149,854","2,141,436,494.231300",2017-03-31,5675900000,395400000,3246500000,2429400000,2351400000,1214800000,1807500000,521300000,-7900000,2034000000,0,218600000,592700000,-7900000,1214800000,1214800000,138100000,568900000,821700000,-587200000,-6500000,1094900000,1544000000,325300000,-770600000,-631800000,-4100000,430800000,54700000,1149600000,32120300000,2101500000,34151100000,-2030800000,1807200000,391900000,16600000,46666900000,2139000000,2299200000,4999000000,2412200000,3220700000,-2705000000,21214100000,5907200000,766500000,-4330000000,1336700000,26984200000,56800000,2605900000,16600000,46666900000,-52818900000,26213100000,26984200000,2139000000,30930400000,6809600000,32120300000,2412200000
